'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8','ECG'
'[18:54:20.750 08/07/2079]',20.708,-20.708,27.350,10.940,1.954,25.788,-7.033,16.801,3.516,0.391,10.549,-21.099,17.582,-8.596,-12.894,-1.954,-6.252,18.755,-26.569,8.205,18.755,-8.596,-12.894,5.079
'[18:54:20.754 08/07/2079]',19.536,-26.178,51.575,-1.563,3.516,21.880,9.377,7.814,11.331,8.987,10.549,-44.151,25.006,-12.112,-3.907,-21.099,-0.781,20.317,-50.794,19.536,32.821,-18.364,-3.907,-21.880
'[18:54:20.758 08/07/2079]',-1.954,-26.569,10.549,97.289,-1.172,25.397,-0.391,54.310,6.252,8.987,16.410,-16.801,21.099,-25.788,6.252,13.284,4.689,26.569,-9.768,19.927,57.045,-29.695,6.252,-46.886
'[18:54:20.762 08/07/2079]',-15.238,28.913,8.596,53.529,-2.344,17.192,11.722,48.840,7.033,10.159,15.629,21.880,17.973,-0.781,27.741,9.377,5.861,25.397,-7.814,-31.258,60.952,-3.126,27.741,-67.595
'[18:54:20.766 08/07/2079]',-9.377,11.331,15.629,35.946,0.391,19.145,5.079,28.132,13.284,10.940,2.735,19.536,26.569,0.781,1.954,16.801,4.689,13.284,-14.847,-17.192,76.581,-9.377,1.954,-68.767
'[18:54:20.770 08/07/2079]',-12.894,13.675,-38.681,82.833,-0.391,11.722,-11.722,45.714,8.596,-3.126,-5.861,6.642,22.662,-8.596,-28.523,19.927,2.344,0.781,39.463,-7.424,58.999,-17.192,-28.523,-48.840
'[18:54:20.773 08/07/2079]',-5.470,76.581,-18.364,-27.741,3.516,12.503,7.033,0.781,9.768,-2.344,-6.252,-19.927,12.112,-16.020,-12.503,-3.516,3.516,-2.735,19.145,-55.092,-2.344,-10.940,-12.503,-10.549
'[18:54:20.777 08/07/2079]',5.861,25.397,53.138,-62.515,9.377,16.410,12.112,-16.020,16.801,-3.126,-24.225,-61.734,15.238,-33.993,-48.059,-5.079,5.470,-14.457,-52.357,-8.987,-3.907,-26.960,-48.059,20.708
'[18:54:20.781 08/07/2079]',1.172,51.184,10.549,-20.317,6.252,20.317,12.112,2.344,12.894,-7.814,-9.768,-72.283,13.675,-59.389,-18.755,-14.066,7.814,-12.112,-9.768,-50.403,27.741,-57.827,-18.755,30.476
'[18:54:20.785 08/07/2079]',-16.020,65.250,-5.470,16.801,5.470,18.755,16.801,17.973,11.331,-10.159,7.814,1.954,16.801,-40.244,14.457,19.145,7.814,0.781,6.252,-56.264,37.509,-34.383,14.457,14.847
'[18:54:20.789 08/07/2079]',-27.350,16.801,25.006,23.834,4.689,10.940,8.987,11.722,13.284,-12.894,13.284,21.880,19.145,-17.973,12.503,21.099,1.954,1.563,-24.225,-15.629,69.548,-21.490,12.503,1.563
'[18:54:20.793 08/07/2079]',-20.317,12.112,11.331,29.304,9.377,14.457,4.689,2.344,17.973,-9.768,17.192,24.615,27.350,-6.642,4.298,24.615,3.907,2.735,-10.549,-4.298,69.158,-17.973,4.298,-16.801
'[18:54:20.797 08/07/2079]',1.563,-8.987,-3.516,56.654,15.238,6.642,-6.252,28.523,16.410,-16.410,19.536,39.072,35.946,-12.503,17.973,17.192,3.516,5.470,4.298,25.788,24.225,-10.159,17.973,-11.331
'[18:54:20.801 08/07/2079]',20.708,-29.304,74.237,-36.337,22.271,16.020,23.834,-35.165,24.615,2.735,12.503,-18.364,36.337,-8.987,9.377,-14.066,8.987,8.596,-73.455,20.708,24.615,-0.781,9.377,-2.344
'[18:54:20.805 08/07/2079]',48.449,-20.317,52.747,-35.556,21.099,32.430,10.940,-20.708,25.397,3.516,3.516,-19.145,26.569,-23.443,1.954,8.205,12.894,3.907,-51.966,-1.563,5.079,-16.801,1.954,15.238
'[18:54:20.809 08/07/2079]',31.258,86.740,-79.707,-0.781,11.331,36.728,-8.987,-2.344,27.741,6.252,5.861,-20.317,32.430,-1.172,-1.172,-8.987,12.894,1.954,80.488,-64.860,-6.252,-7.033,-1.172,5.079
'[18:54:20.813 08/07/2079]',-4.298,3.907,-5.079,48.059,7.814,26.960,2.735,3.126,30.867,11.331,2.344,-16.020,29.695,5.079,-13.284,6.642,11.331,6.252,5.861,18.755,27.741,2.344,-13.284,-11.722
'[18:54:20.816 08/07/2079]',-9.377,62.906,0.781,14.457,10.159,28.132,14.847,14.066,35.946,17.192,3.907,-5.861,30.085,8.205,-5.470,17.582,11.722,10.159,0.000,-37.118,39.853,-0.391,-5.470,-31.258
'[18:54:20.820 08/07/2079]',0.000,79.707,-61.734,43.761,12.503,14.457,4.689,28.132,33.602,16.020,7.814,-4.298,32.430,24.615,0.391,-4.689,10.159,10.159,62.515,-39.463,17.582,12.894,0.391,-37.118
'[18:54:20.824 08/07/2079]',-9.768,-5.079,69.939,17.192,18.364,28.132,7.814,16.020,31.258,14.847,-0.391,-18.364,33.211,0.000,-1.563,-5.079,11.722,10.549,-69.158,17.192,48.840,-4.689,-1.563,-30.085
'[18:54:20.828 08/07/2079]',6.642,6.252,71.111,14.847,30.867,30.867,23.834,12.112,35.946,25.788,-0.781,-23.053,33.602,11.722,0.391,-8.205,17.973,12.894,-70.330,-24.615,76.190,2.344,0.391,-1.172
'[18:54:20.832 08/07/2079]',30.476,1.954,27.741,46.105,41.807,37.118,5.861,20.708,38.291,28.913,4.689,-6.642,34.774,33.211,-2.735,0.000,21.490,8.987,-26.960,-3.126,33.211,11.331,-2.735,10.940
'[18:54:20.836 08/07/2079]',25.788,-29.304,0.391,123.468,36.728,23.053,11.722,47.277,41.416,36.728,-7.814,-0.391,43.761,-2.735,5.470,22.662,23.053,9.768,0.391,12.894,74.628,-33.993,5.470,0.391
'[18:54:20.840 08/07/2079]',28.523,-58.999,-22.271,201.221,30.867,-0.781,33.993,83.223,41.416,45.714,-7.814,3.126,44.151,17.973,-8.987,29.304,21.099,13.284,23.053,-5.470,133.626,-16.020,-8.987,-29.695
'[18:54:20.844 08/07/2079]',41.026,-33.993,-29.304,145.348,26.178,-14.066,26.569,82.442,37.509,43.761,-10.549,42.198,40.244,9.768,0.391,60.171,14.457,5.470,30.085,-3.516,68.376,-16.020,0.391,-48.840
'[18:54:20.848 08/07/2079]',38.681,0.781,-59.780,69.939,16.801,-19.536,21.490,29.304,27.350,39.072,-16.801,-7.814,33.602,4.689,-5.861,8.205,5.079,-5.470,60.562,-26.569,41.416,-18.364,-5.861,-59.389
'[18:54:20.852 08/07/2079]',31.258,-41.416,32.039,48.840,29.695,-7.814,28.523,19.536,30.476,41.026,-17.973,-21.099,36.337,7.424,-9.377,-3.907,7.814,-6.642,-31.258,6.642,69.939,-6.252,-9.377,-46.496
'[18:54:20.855 08/07/2079]',44.933,18.755,31.258,27.741,63.297,11.331,26.569,20.317,50.403,47.277,-21.099,-7.033,52.747,9.768,-3.907,9.768,17.192,-9.768,-30.476,-13.675,35.165,0.781,-3.907,-28.523
'[18:54:20.859 08/07/2079]',72.283,30.476,14.066,34.383,82.051,17.192,27.350,23.834,75.409,62.906,-14.847,-21.880,85.958,33.993,16.801,-37.118,27.741,-7.033,-13.284,2.344,47.668,-1.954,16.801,-28.132
'[18:54:20.863 08/07/2079]',80.879,52.357,-45.324,103.150,103.541,40.635,5.470,39.463,98.071,66.813,-21.880,1.172,130.110,34.774,6.642,-28.523,36.728,-3.126,46.105,-11.331,125.421,-23.053,6.642,-40.635
'[18:54:20.867 08/07/2079]',98.852,62.906,21.880,34.383,125.031,57.827,20.317,14.457,118.779,72.283,-25.006,17.582,148.474,42.979,0.391,-8.987,43.370,-1.954,-21.099,-17.192,117.216,-13.675,0.391,-62.906
'[18:54:20.871 08/07/2079]',98.071,157.460,-20.317,-11.331,145.739,71.502,1.563,2.735,136.361,70.330,-20.708,6.642,168.010,64.078,-12.503,-26.569,47.668,-10.940,21.099,-39.853,64.860,-2.735,-12.503,-43.370
'[18:54:20.875 08/07/2079]',107.448,194.969,5.079,-55.092,172.308,92.991,6.252,-19.145,152.772,72.674,-17.973,-19.145,189.109,31.648,-7.814,-25.006,54.701,-10.940,-4.298,-37.118,47.668,-39.463,-7.814,-30.867
'[18:54:20.879 08/07/2079]',145.739,214.505,-15.238,-10.159,198.877,113.309,26.178,-3.907,175.824,85.177,-19.536,-28.132,210.989,9.377,0.781,-8.205,64.469,-3.907,16.020,-95.336,73.846,-54.310,0.781,-34.383
'[18:54:20.883 08/07/2079]',162.540,156.288,34.383,25.397,213.333,114.481,24.615,26.178,188.327,87.131,-23.834,-17.582,239.512,0.391,23.443,-30.085,67.204,-3.516,-33.602,-57.827,136.752,-78.535,23.443,-77.363
'[18:54:20.887 08/07/2079]',187.937,175.433,1.563,21.490,237.949,125.031,17.973,5.079,209.817,101.978,-14.847,-28.913,284.444,16.801,27.350,-62.515,75.409,3.907,-0.781,-70.720,212.943,-92.991,27.350,-127.375
'[18:54:20.891 08/07/2079]',287.570,121.123,-15.238,30.085,261.001,169.182,-5.470,-0.391,215.678,93.773,-23.834,0.391,298.120,11.722,12.112,-36.337,79.707,6.642,16.020,-106.276,235.604,-92.991,12.112,-156.679
'[18:54:20.895 08/07/2079]',194.579,180.513,71.111,4.298,289.915,162.149,8.987,-10.549,228.181,96.117,-15.238,7.424,314.921,39.072,10.159,-48.840,84.786,7.814,-70.330,-46.496,244.982,-78.926,10.159,-146.520
'[18:54:20.898 08/07/2079]',227.009,204.737,5.470,70.720,321.172,173.480,4.689,8.205,251.233,99.243,3.516,1.563,343.053,42.589,16.410,-46.886,96.508,11.722,-4.689,-47.668,232.869,-82.833,16.410,-111.746
'[18:54:20.902 08/07/2079]',229.744,199.658,106.276,16.410,317.265,193.407,30.476,10.549,252.405,97.680,0.781,21.490,346.569,23.443,8.987,-7.424,100.415,19.927,-105.495,-41.807,214.896,-82.833,8.987,-103.932
'[18:54:20.906 08/07/2079]',134.408,273.114,138.315,8.596,320.391,155.507,71.893,6.642,267.253,98.462,-7.814,14.847,368.840,26.960,7.424,-31.258,104.713,21.880,-137.534,-37.900,253.578,-84.396,7.424,-101.197
'[18:54:20.910 08/07/2079]',176.606,251.624,110.183,-8.987,303.590,169.182,58.608,-2.344,271.551,96.117,3.516,10.549,379.780,45.714,-5.079,-38.681,107.448,14.457,-109.402,-67.204,289.524,-75.409,-5.079,-121.123
'[18:54:20.914 08/07/2079]',154.335,315.702,119.170,-48.449,313.748,162.540,85.958,-21.880,277.802,97.289,-1.563,14.457,399.707,57.045,-43.761,-24.225,109.011,16.410,-118.388,-100.415,325.470,-74.628,-43.761,-116.435
'[18:54:20.918 08/07/2079]',131.282,328.205,54.701,38.291,313.358,138.706,82.051,17.582,265.690,80.879,-6.252,34.383,392.674,48.059,-57.045,-8.205,101.197,10.940,-53.919,-105.104,352.430,-80.488,-57.045,-100.024
'[18:54:20.922 08/07/2079]',140.659,333.284,48.840,52.747,314.530,135.580,92.991,31.648,269.206,79.316,-2.735,45.324,400.879,11.722,-29.304,7.424,100.024,7.424,-48.059,-100.415,360.635,-121.123,-29.304,-78.535
'[18:54:20.926 08/07/2079]',98.852,337.973,66.422,91.429,314.921,121.514,93.773,64.078,279.365,84.005,-9.768,41.416,423.150,6.252,-33.993,0.391,94.164,8.987,-65.641,-54.701,372.357,-131.282,-33.993,-66.813
'[18:54:20.930 08/07/2079]',145.739,257.094,84.786,96.508,293.822,121.905,90.647,77.753,285.617,86.349,-35.165,44.151,434.090,-30.476,-29.695,8.205,92.991,14.457,-84.005,-27.741,370.794,-152.381,-29.695,-57.827
'[18:54:20.934 08/07/2079]',143.004,284.444,69.548,37.509,279.756,142.613,88.303,24.225,285.226,88.303,-32.430,19.145,434.872,-39.072,-16.410,-16.801,91.819,8.987,-68.767,-46.496,363.370,-169.182,-16.410,-68.376
'[18:54:20.938 08/07/2079]',133.626,243.810,100.024,64.078,281.709,126.593,91.038,41.807,298.120,94.554,-28.132,25.788,452.845,-10.940,-25.788,-23.443,100.415,11.331,-99.243,-53.138,444.249,-149.255,-25.788,-66.813
'[18:54:20.941 08/07/2079]',190.672,149.646,128.156,42.979,281.709,98.071,94.945,37.118,281.709,83.614,-24.225,28.132,440.733,-10.940,-17.973,-39.853,97.289,10.549,-127.375,-40.244,463.785,-146.520,-17.973,-86.349
'[18:54:20.945 08/07/2079]',53.529,286.789,87.912,67.204,273.895,91.038,96.899,32.821,263.346,72.674,-12.894,28.132,422.369,-9.377,-16.410,-43.370,93.773,8.987,-87.131,-46.886,452.063,-136.361,-16.410,-88.694
'[18:54:20.949 08/07/2079]',31.648,314.921,106.667,43.370,295.385,59.389,102.759,37.509,252.796,57.045,-3.516,45.324,411.038,16.801,-23.053,-51.184,94.164,7.814,-105.885,-81.661,461.050,-101.978,-23.053,-91.819
'[18:54:20.953 08/07/2079]',31.258,252.405,78.535,110.183,273.504,47.277,83.223,67.595,231.697,50.012,-12.503,38.291,392.283,-13.675,-50.012,-19.536,86.740,8.596,-77.753,-37.118,455.189,-128.156,-50.012,-87.912
'[18:54:20.957 08/07/2079]',-26.960,345.788,42.979,86.349,242.247,49.231,97.289,56.654,210.208,43.761,-24.225,39.463,369.231,-37.118,-69.939,8.987,78.144,8.205,-42.198,-69.548,427.057,-139.878,-69.939,-91.819
'[18:54:20.961 08/07/2079]',-71.111,408.694,-11.331,93.773,213.724,39.853,101.197,61.734,194.188,36.728,-28.132,46.886,352.430,-60.952,-57.436,17.582,71.893,5.861,12.112,-150.818,468.474,-155.116,-57.436,-88.694
'[18:54:20.965 08/07/2079]',-66.813,302.027,35.946,144.957,180.904,40.635,78.144,114.481,171.917,30.867,-25.006,37.900,326.642,-65.641,-56.654,14.066,61.734,1.172,-35.165,-74.628,461.050,-157.460,-56.654,-72.283
'[18:54:20.969 08/07/2079]',-63.297,293.040,128.547,-19.536,160.586,64.860,95.336,14.847,150.427,18.364,-9.377,6.252,298.510,-72.674,-34.774,-22.662,58.217,-1.563,-127.766,-76.581,429.011,-157.851,-34.774,-56.654
'[18:54:20.973 08/07/2079]',-69.548,238.730,124.249,-1.563,133.236,55.873,91.038,9.377,124.640,5.470,-13.284,7.424,268.816,-83.614,-34.774,-23.834,50.012,-5.861,-123.468,-80.098,447.766,-155.116,-34.774,-26.569
'[18:54:20.977 08/07/2079]',-55.482,100.415,162.540,35.556,126.203,34.774,60.171,19.927,104.713,-9.377,-6.642,5.861,246.935,-78.144,-66.032,-7.033,43.370,-10.549,-161.758,2.735,460.269,-150.818,-66.032,-34.774
'[18:54:20.980 08/07/2079]',-27.741,97.289,103.932,39.463,119.560,15.629,68.376,7.424,80.879,-24.225,-10.940,14.457,225.836,-74.237,-93.773,3.126,35.556,-10.940,-103.150,-29.304,444.249,-140.269,-93.773,-41.807
'[18:54:20.984 08/07/2079]',-184.029,255.922,101.978,-2.735,73.455,-3.126,93.382,5.470,58.608,-29.695,-27.350,25.788,207.082,-120.733,-76.190,17.973,26.569,-10.549,-101.197,-87.131,459.487,-164.103,-76.190,-44.933
'[18:54:20.988 08/07/2079]',-194.579,178.950,48.449,115.653,78.535,-53.529,64.860,57.827,42.198,-30.867,-26.178,15.629,189.890,-119.560,-61.343,-7.424,12.503,-19.536,-47.668,-68.767,481.758,-152.772,-61.343,-34.774
'[18:54:20.992 08/07/2079]',-155.116,125.031,37.509,114.090,23.053,-24.615,71.111,51.966,43.761,-24.225,-20.317,-18.364,190.672,-112.527,-51.184,-44.933,12.894,-14.847,-36.728,-64.469,489.573,-153.162,-51.184,-15.629
'[18:54:20.996 08/07/2079]',-210.208,150.818,114.090,25.788,-11.331,-23.053,78.926,36.337,18.755,-42.979,-43.761,27.741,156.288,-161.758,-56.264,21.880,4.298,-15.238,-113.309,-89.866,471.600,-176.996,-56.264,6.642
'[18:54:21.000 08/07/2079]',-123.858,30.867,122.295,18.364,14.457,-3.516,56.264,-20.317,27.741,-25.788,-21.880,-48.059,157.851,-135.189,-39.463,-49.231,5.079,-12.894,-121.514,-53.138,498.559,-175.433,-39.463,-1.954
'[18:54:21.004 08/07/2079]',-202.784,131.282,52.357,51.184,-15.238,-0.391,47.668,0.000,11.331,-46.886,-22.271,-21.099,144.567,-105.885,-83.223,-32.821,3.907,-22.662,-51.575,-73.455,486.056,-144.957,-83.223,-26.569
'[18:54:21.008 08/07/2079]',-312.576,295.775,162.930,-139.096,-32.430,11.722,67.204,-40.244,-7.424,-63.297,-12.503,11.331,122.295,-114.090,-50.012,-28.523,4.298,-30.085,-162.149,-125.031,432.918,-142.222,-50.012,-80.488
'[18:54:21.012 08/07/2079]',-372.357,304.762,93.382,-48.449,-73.455,2.735,63.687,-16.801,-9.768,-54.310,-3.907,-15.629,123.077,-100.024,-44.933,-61.343,-1.172,-41.807,-92.601,-138.315,475.116,-132.063,-44.933,-143.004
'[18:54:21.016 08/07/2079]',-337.973,191.062,55.482,64.078,-91.038,-28.132,53.138,39.463,-10.159,-46.886,-16.020,-2.344,129.719,-101.587,-47.277,-56.654,-9.377,-60.562,-54.701,-101.587,499.731,-122.686,-47.277,-190.672
'[18:54:21.020 08/07/2079]',-294.212,169.573,76.581,3.907,-80.488,-46.105,50.794,32.039,-15.238,-44.933,-35.165,17.582,113.700,-120.342,-56.654,-14.457,-7.033,-45.714,-75.800,-115.263,446.984,-130.501,-56.654,-218.413
'[18:54:21.023 08/07/2079]',-327.424,164.493,40.244,33.993,-133.236,-30.867,35.556,39.853,-26.569,-52.747,-58.217,39.853,96.508,-140.269,-75.018,19.536,-17.192,-46.496,-39.463,-103.932,443.077,-144.957,-75.018,-149.255
'[18:54:21.027 08/07/2079]',-224.664,13.284,145.739,-43.370,-97.289,-16.801,39.463,-34.383,-7.033,-30.085,-49.231,-32.430,109.011,-144.957,-33.602,-50.403,-10.159,-40.244,-144.957,-10.940,430.965,-162.540,-33.602,-59.389
'[18:54:21.031 08/07/2079]',-297.729,85.568,89.084,-5.861,-142.222,1.172,25.006,-12.503,-8.596,-43.761,-58.608,1.563,101.587,-126.593,-66.422,-17.582,-6.642,-37.509,-88.303,-18.364,399.707,-136.361,-66.422,53.529
'[18:54:21.035 08/07/2079]',-386.813,126.203,71.502,44.933,-144.176,-14.457,19.536,-3.516,-10.549,-47.668,-56.654,-0.781,94.164,-153.944,-43.761,-13.675,-13.675,-48.449,-70.720,-18.755,435.263,-162.930,-43.761,82.051
'[18:54:21.039 08/07/2079]',-321.954,30.085,80.098,89.866,-139.096,-20.317,28.523,8.987,6.642,-40.244,-54.701,-19.145,109.402,-150.818,-31.258,-34.383,-7.033,-53.529,-79.316,-19.536,482.930,-158.632,-31.258,103.932
'[18:54:21.043 08/07/2079]',-312.576,120.342,-86.349,215.678,-79.316,-45.324,-9.768,72.283,-2.344,-53.138,-58.217,11.331,93.382,-151.209,-35.946,-8.596,-17.582,-77.363,87.131,-57.827,432.137,-148.864,-35.946,130.501
'[18:54:21.047 08/07/2079]',-318.437,200.830,73.455,-5.079,-17.582,-48.059,12.894,3.126,-14.847,-56.264,-43.370,-2.735,76.972,-159.805,-17.192,-18.364,-20.317,-77.363,-72.674,-78.144,379.389,-151.990,-17.192,230.525
'[18:54:21.051 08/07/2079]',-298.120,189.499,79.707,-15.238,-10.940,-26.178,8.205,-15.629,-12.894,-48.059,-32.039,-1.563,69.939,-137.143,-5.861,-23.053,-16.020,-69.158,-78.926,-87.521,370.012,-132.845,-5.861,403.614
'[18:54:21.055 08/07/2079]',-283.272,156.679,75.800,31.648,-16.020,-8.596,-7.424,13.675,-4.298,-45.324,-25.397,6.642,72.283,-86.740,-48.059,-7.033,-10.940,-60.952,-75.018,-59.389,357.509,-89.084,-48.059,575.922
'[18:54:21.059 08/07/2079]',-291.477,114.090,94.164,26.960,-46.496,-20.708,-7.033,19.536,-8.205,-46.496,-28.523,21.490,75.018,-75.018,-69.158,6.252,-10.549,-46.886,-93.382,-50.794,379.780,-83.223,-69.158,656.020
'[18:54:21.063 08/07/2079]',-267.253,57.827,57.827,65.250,-80.488,-27.350,0.391,23.053,-13.284,-55.092,-40.244,40.244,71.893,-71.502,-107.057,36.337,-12.112,-33.993,-57.045,-56.264,400.488,-79.707,-107.057,607.961
'[18:54:21.066 08/07/2079]',-239.121,101.197,-3.126,30.085,-85.177,-21.490,-8.596,5.470,-20.708,-67.204,-33.602,23.443,70.330,-62.515,-85.958,-19.536,-18.364,-39.463,3.907,-91.038,364.542,-75.800,-85.958,423.541
'[18:54:21.070 08/07/2079]',-217.631,66.032,53.919,-36.728,-89.475,-19.927,4.298,-28.523,-27.741,-61.343,-30.085,-28.132,72.283,-96.508,-67.595,-56.654,-24.615,-46.496,-53.138,-38.291,346.569,-113.309,-67.595,154.725
'[18:54:21.074 08/07/2079]',-292.650,148.083,21.099,-32.430,-114.090,-21.099,16.801,-37.118,-41.416,-56.264,-30.476,-20.317,54.701,-114.090,-55.092,-35.165,-29.304,-46.496,-20.317,-70.330,344.225,-125.031,-55.092,-107.057
'[18:54:21.078 08/07/2079]',-333.675,153.553,-19.536,56.264,-110.965,-37.118,14.847,-8.596,-39.072,-46.496,-27.741,2.344,48.059,-114.481,-35.946,-9.768,-28.523,-44.542,20.317,-58.999,352.430,-125.031,-35.946,-328.205
'[18:54:21.082 08/07/2079]',-301.245,86.740,-22.662,98.462,-117.607,-50.403,11.722,17.973,-36.337,-41.026,-33.211,2.344,38.291,-163.321,16.020,-1.563,-32.821,-48.449,23.443,-34.383,326.642,-168.010,16.020,-432.137
'[18:54:21.086 08/07/2079]',-273.504,72.283,-55.873,93.773,-137.924,-43.761,-1.563,21.099,-51.184,-47.668,-33.993,25.006,10.159,-100.415,-40.635,21.490,-39.072,-38.681,56.654,-58.999,276.630,-101.587,-40.635,-463.394
'[18:54:21.090 08/07/2079]',-207.082,-1.954,26.569,5.470,-93.773,-55.092,-17.192,-8.596,-57.045,-58.999,-30.085,27.350,-1.954,-81.661,-25.788,-10.159,-40.244,-35.946,-25.788,-8.987,221.929,-80.488,-25.788,-437.216
'[18:54:21.094 08/07/2079]',-150.037,-26.960,95.726,-87.912,-68.376,-57.436,-0.781,-41.026,-46.886,-46.886,-19.145,2.735,2.344,-25.788,-42.589,-44.933,-35.946,-25.788,-94.945,9.377,191.844,-33.602,-42.589,-409.866
'[18:54:21.098 08/07/2079]',-67.204,-136.752,160.195,-105.885,-89.084,-23.834,19.145,-55.482,-42.589,-30.476,-23.053,-17.582,9.377,-31.648,-55.873,-36.728,-32.821,-21.099,-159.414,40.244,205.519,-43.370,-55.873,-389.939
'[18:54:21.102 08/07/2079]',-184.029,32.821,33.211,-23.443,-94.554,-30.867,15.238,-29.695,-48.840,-25.397,-35.556,7.814,4.298,-61.734,-43.761,-1.563,-32.430,-30.085,-32.430,-1.954,192.234,-68.767,-43.761,-362.979
'[18:54:21.105 08/07/2079]',-195.360,95.726,-41.807,7.814,-99.243,-35.946,39.072,-35.946,-39.853,-17.582,-29.695,0.391,6.642,-62.906,-21.880,-9.377,-29.304,-35.165,42.589,-53.529,186.374,-66.813,-21.880,-300.855
'[18:54:21.109 08/07/2079]',-187.155,78.144,-50.012,45.324,-109.792,-20.708,7.033,10.549,-53.919,-31.258,-38.291,25.788,-14.066,-80.879,-34.774,31.648,-35.165,-54.310,50.794,-51.575,166.056,-84.005,-34.774,-179.341
'[18:54:21.113 08/07/2079]',-168.010,159.414,-126.593,25.006,-81.270,-26.960,1.172,-1.563,-51.184,-37.509,-28.523,26.960,-16.410,-66.032,-23.053,14.847,-31.258,-50.794,127.375,-99.634,114.872,-64.469,-23.053,-16.801
'[18:54:21.117 08/07/2079]',-150.427,67.595,-18.364,-12.503,-76.972,-32.821,-10.940,7.814,-59.389,-50.012,-26.960,55.092,-36.337,-39.853,-28.523,23.834,-27.350,-46.496,19.145,-57.045,92.601,-18.755,-28.523,150.818
'[18:54:21.121 08/07/2079]',-82.833,-81.270,91.819,-44.542,-76.581,-26.178,7.424,-21.099,-46.496,-33.211,-10.159,34.383,-31.258,-57.827,24.615,7.033,-17.973,-33.602,-91.038,27.350,109.792,-57.827,24.615,265.690
'[18:54:21.125 08/07/2079]',-139.878,-75.800,82.051,-10.940,-119.560,7.033,-8.987,-22.662,-46.496,-26.960,-22.271,24.615,-32.039,-57.045,16.020,1.172,-17.582,-29.304,-81.270,61.343,108.230,-55.482,16.020,339.927
'[18:54:21.129 08/07/2079]',-163.321,-91.429,62.906,45.714,-127.375,5.861,-12.112,-11.722,-50.012,-17.192,-18.755,23.834,-35.556,-44.933,26.569,-8.987,-19.145,-26.960,-62.125,86.349,111.746,-43.370,26.569,360.244
'[18:54:21.133 08/07/2079]',-137.534,-103.541,34.383,57.827,-102.759,-6.642,-17.582,-19.536,-44.542,-18.364,-14.847,-4.689,-32.430,-43.761,23.443,-31.258,-19.927,-25.788,-33.602,85.958,116.044,-46.886,23.443,361.416
'[18:54:21.137 08/07/2079]',-118.779,-53.529,-7.814,54.701,-77.363,-27.741,-28.132,7.814,-48.449,-27.741,-23.443,3.126,-36.337,-17.582,-20.317,-21.880,-23.443,-24.615,8.596,46.105,93.382,-13.284,-20.317,364.542
'[18:54:21.141 08/07/2079]',-105.495,-20.708,-62.906,62.906,-68.767,-37.900,-47.277,29.695,-51.966,-35.946,-29.695,5.861,-42.979,-52.747,-8.205,-7.424,-26.178,-23.443,63.687,27.741,32.039,-36.728,-8.205,385.250
'[18:54:21.145 08/07/2079]',-76.972,21.880,-21.490,-85.568,-60.562,-21.490,-14.847,-63.297,-44.542,-32.039,-7.033,-10.159,-44.933,-23.834,-5.861,-19.145,-19.927,-15.238,22.271,-35.556,24.615,-19.145,-5.861,412.991
'[18:54:21.148 08/07/2079]',-64.078,-31.648,-12.112,-36.728,-80.879,-5.861,-13.284,-43.761,-45.324,-29.304,-10.549,9.377,-43.761,-22.662,-24.225,14.066,-18.364,-9.768,12.894,8.596,22.662,-25.397,-24.225,446.984
'[18:54:21.152 08/07/2079]',-100.024,6.252,-14.847,-55.092,-116.435,23.443,-6.252,-64.078,-44.542,-21.490,-3.126,-3.126,-43.761,-20.708,-0.781,-6.252,-14.457,-6.642,15.629,-6.642,7.814,-24.615,-0.781,456.361
'[18:54:21.156 08/07/2079]',-100.806,-2.344,-3.126,-46.105,-102.369,7.814,18.364,-75.800,-41.807,-20.317,0.391,-10.940,-35.946,-19.145,4.689,-24.225,-10.940,-3.126,3.907,-5.470,54.701,-27.741,4.689,457.924
'[18:54:21.160 08/07/2079]',-85.177,-58.217,10.940,16.020,-79.316,-15.629,16.020,-37.900,-47.277,-25.006,-4.298,-12.503,-36.728,-16.020,-21.490,-15.238,-12.503,-7.033,-10.159,46.886,62.125,-18.364,-21.490,429.792
'[18:54:21.164 08/07/2079]',-84.005,-63.297,28.913,7.814,-82.833,-19.145,14.847,-21.490,-52.357,-24.615,-0.781,-16.020,-41.026,-29.695,-13.675,-9.768,-10.549,-3.516,-28.132,46.105,44.933,-27.741,-13.675,389.158
'[18:54:21.168 08/07/2079]',-80.098,-62.125,33.993,3.126,-75.409,-31.258,21.099,-18.364,-54.701,-21.880,3.126,-10.159,-42.979,-35.165,-8.596,2.344,-10.159,-0.391,-33.211,39.853,52.357,-39.463,-8.596,351.648
'[18:54:21.172 08/07/2079]',-61.343,-48.059,36.337,-1.563,-62.125,-16.801,18.364,-12.894,-43.761,-10.940,16.020,-0.781,-35.556,-17.192,17.192,-5.470,-5.470,5.861,-35.556,25.397,53.138,-31.258,17.192,321.954
